,TF-IDF
commit,0.0
commission,0.0
commiserate,0.0
commercial,0.0
commentary,0.0
comment,0.0
commando,0.0
coming,0.0
compare,0.0
compassion,0.0
contribution,0.0
completion,0.0
compound,0.0
composition,0.0
composed,0.0
compose,0.0
comply,0.0
compliment,0.0
complication,0.0
complicated,0.0
complicate,0.0
complexity,0.0
complex,0.0
completely,0.0
compassionate,0.0
complete,0.0
complaint,0.0
complain,0.0
compile,0.0
compilation,0.0
competitively,0.0
compete,0.0
compensation,0.0
compensate,0.0
compel,0.0
compatible,0.0
comfy,0.0
comforting,0.0
comfortably,0.0
coddle,0.0
coincide,0.0
coin,0.0
cohort,0.0
cohere,0.0
cognitive,0.0
cognisant,0.0
coffin,0.0
coffeehouse,0.0
coffee,0.0
coding,0.0
code,0.0
cod,0.0
comfortable,0.0
cocktail,0.0
coat,0.0
coast,0.0
co,0.0
clutch,0.0
clunking,0.0
clumsy,0.0
clue,0.0
club,0.0
clown,0.0
clove,0.0
coincidentally,0.0
coke,0.0
cold,0.0
colder,0.0
comfort,0.0
comedy,0.0
come,0.0
combined,0.0
combine,0.0
combination,0.0
combed,0.0
combat,0.0
coma,0.0
columbia,0.0
colouring,0.0
colour,0.0
colonise,0.0
college,0.0
collector,0.0
collective,0.0
collection,0.0
collect,0.0
colleague,0.0
collate,0.0
collar,0.0
collapse,0.0
collaborate,0.0
comprehend,0.0
compressing,0.0
compromise,0.0
conspiracy,0.0
consume,0.0
consultation,0.0
consultants,0.0
consultant,0.0
consult,0.0
constructive,0.0
construct,0.0
constraint,0.0
constrain,0.0
constantly,0.0
constant,0.0
consolidate,0.0
consequently,0.0
console,0.0
consisting,0.0
consistently,0.0
consistent,0.0
consistency,0.0
consist,0.0
consideration,0.0
considerate,0.0
considerably,0.0
considerable,0.0
consider,0.0
consuming,0.0
contact,0.0
contagion,0.0
contagious,0.0
contrast,0.0
contrary,0.0
contradictory,0.0
contradiction,0.0
contract,0.0
continuum,0.0
continuously,0.0
continuous,0.0
continued,0.0
continue,0.0
continual,0.0
continental,0.0
continent,0.0
context,0.0
contest,0.0
contentment,0.0
content,0.0
contemporary,0.0
contemplation,0.0
contemplate,0.0
contaminated,0.0
contains,0.0
contain,0.0
conservative,0.0
consequence,0.0
compromising,0.0
concerned,0.0
conference,0.0
confectionery,0.0
conduct,0.0
condolence,0.0
condo,0.0
condition,0.0
concrete,0.0
conclusion,0.0
conclude,0.0
concert,0.0
concerning,0.0
concern,0.0
consciousness,0.0
conceptualise,0.0
concept,0.0
concentration,0.0
concentrate,0.0
conceivably,0.0
concealer,0.0
con,0.0
computer,0.0
computation,0.0
computability,0.0
compulsively,0.0
conferencing,0.0
confess,0.0
confidant,0.0
confide,0.0
consciously,0.0
conscious,0.0
connection,0.0
connected,0.0
connect,0.0
congratulate,0.0
congo,0.0
confusion,0.0
confusing,0.0
confused,0.0
confuse,0.0
confrontation,0.0
confront,0.0
confounder,0.0
conflict,0.0
confirmation,0.0
confirm,0.0
confinement,0.0
confined,0.0
confine,0.0
confidential,0.0
confident,0.0
confidence,0.0
cloudy,0.0
cloud,0.0
clothing,0.0
certainty,0.0
champion,0.0
chameleon,0.0
chamberlain,0.0
challenging,0.0
challenge,0.0
chair,0.0
chain,0.0
chaffinch,0.0
cha,0.0
certified,0.0
certificate,0.0
certainly,0.0
celebrity,0.0
certain,0.0
ceremony,0.0
cereal,0.0
century,0.0
centre,0.0
central,0.0
center,0.0
cent,0.0
censor,0.0
celsius,0.0
cell,0.0
chance,0.0
change,0.0
channel,0.0
chaos,0.0
cheesecake,0.0
cheese,0.0
cheerful,0.0
cheer,0.0
cheek,0.0
cheddar,0.0
checking,0.0
checked,0.0
check,0.0
cheat,0.0
cheapskate,0.0
cheap,0.0
chatter,0.0
chase,0.0
chartered,0.0
charles,0.0
charity,0.0
charger,0.0
charge,0.0
chard,0.0
character,0.0
chapter,0.0
chaotic,0.0
celery,0.0
celebratory,0.0
chelsea,0.0
carriage,0.0
cashier,0.0
cash,0.0
caseload,0.0
case,0.0
carve,0.0
cartoon,0.0
cart,0.0
carry,0.0
carrots,0.0
carrot,0.0
carrier,0.0
carpet,0.0
celebration,0.0
carpark,0.0
carla,0.0
caring,0.0
cargo,0.0
caretaker,0.0
carer,0.0
caregiver,0.0
carefully,0.0
careful,0.0
carefree,0.0
career,0.0
castle,0.0
casual,0.0
casually,0.0
casualness,0.0
celebrate,0.0
ceiling,0.0
cease,0.0
cd,0.0
cayman,0.0
cautious,0.0
causing,0.0
causeway,0.0
cause,0.0
cauliflower,0.0
caucasian,0.0
catholic,0.0
cathedral,0.0
cathartic,0.0
catharsis,0.0
category,0.0
catcher,0.0
catch,0.0
catastrophic,0.0
catastrophe,0.0
catalyst,0.0
catalogue,0.0
cat,0.0
chef,0.0
chemical,0.0
clothes,0.0
class,0.0
clear,0.0
cleanser,0.0
cleaning,0.0
cleaner,0.0
clean,0.0
claustrophobic,0.0
clause,0.0
classroom,0.0
classmate,0.0
classical,0.0
classic,0.0
clash,0.0
circumstance,0.0
clarity,0.0
clarify,0.0
clapton,0.0
clap,0.0
clang,0.0
clam,0.0
claim,0.0
civil,0.0
city,0.0
citizen,0.0
cite,0.0
clearer,0.0
clearing,0.0
clearly,0.0
clementine,0.0
clothe,0.0
cloth,0.0
closure,0.0
closet,0.0
closest,0.0
closer,0.0
closeness,0.0
closely,0.0
closed,0.0
close,0.0
clock,0.0
clive,0.0
clinically,0.0
clinical,0.0
clinic,0.0
clingy,0.0
cling,0.0
clime,0.0
climb,0.0
climate,0.0
client,0.0
click,0.0
cliche,0.0
cirque,0.0
circular,0.0
chemistry,0.0
chill,0.0
chocolate,0.0
chloe,0.0
chisel,0.0
chirpy,0.0
chirp,0.0
chip,0.0
chinese,0.0
china,0.0
chin,0.0
chilly,0.0
chilli,0.0
chile,0.0
circuit,0.0
childish,0.0
childhood,0.0
childcare,0.0
child,0.0
chief,0.0
chickpea,0.0
chicken,0.0
chest,0.0
cherry,0.0
cherish,0.0
chen,0.0
choice,0.0
choke,0.0
cholesterol,0.0
choose,0.0
circle,0.0
cinnamon,0.0
cinema,0.0
cigarette,0.0
cider,0.0
churning,0.0
churn,0.0
church,0.0
chunky,0.0
chunk,0.0
chuck,0.0
chronic,0.0
chrome,0.0
christian,0.0
christening,0.0
chris,0.0
chores,0.0
choreographer,0.0
choreograph,0.0
chore,0.0
chord,0.0
chopped,0.0
chop,0.0
contribute,0.0
control,0.0
discriminate,0.0
depart,0.0
depot,0.0
deposit,0.0
deplete,0.0
depending,0.0
dependent,0.0
dependence,0.0
dependant,0.0
depend,0.0
departure,0.0
departmental,0.0
department,0.0
deodorant,0.0
depressed,0.0
deny,0.0
dentist,0.0
dent,0.0
density,0.0
denominator,0.0
denier,0.0
denial,0.0
demoralise,0.0
demonstrate,0.0
demographic,0.0
dementia,0.0
depress,0.0
depressing,0.0
controllable,0.0
design,0.0
destroy,0.0
destination,0.0
dessert,0.0
despondent,0.0
despite,0.0
despise,0.0
desperation,0.0
desperately,0.0
desperate,0.0
desk,0.0
desire,0.0
deserving,0.0
depression,0.0
deserve,0.0
desert,0.0
desensitize,0.0
descriptive,0.0
description,0.0
describe,0.0
derail,0.0
depth,0.0
deprived,0.0
deprive,0.0
depressive,0.0
demand,0.0
delve,0.0
delusion,0.0
decoration,0.0
defective,0.0
defecate,0.0
defame,0.0
deer,0.0
deeply,0.0
deepest,0.0
deeper,0.0
deep,0.0
deem,0.0
dedicate,0.0
decrease,0.0
decorate,0.0
delivery,0.0
decor,0.0
decompress,0.0
decompose,0.0
decline,0.0
declare,0.0
decker,0.0
decisive,0.0
decision,0.0
decide,0.0
deceptive,0.0
decent,0.0
defence,0.0
defendant,0.0
defensively,0.0
defer,0.0
deliverable,0.0
deliver,0.0
delirious,0.0
delicious,0.0
delicate,0.0
deleted,0.0
delete,0.0
delayed,0.0
delay,0.0
deject,0.0
deity,0.0
dehydrated,0.0
dehydrate,0.0
dehumidifier,0.0
degree,0.0
defrost,0.0
deflated,0.0
deflate,0.0
definition,0.0
definitely,0.0
definite,0.0
define,0.0
deficiency,0.0
destruction,0.0
destructive,0.0
detach,0.0
dip,0.0
disagreement,0.0
disagree,0.0
disadvantage,0.0
disability,0.0
dirty,0.0
dirt,0.0
directly,0.0
direction,0.0
direct,0.0
diplomatic,0.0
diploma,0.0
diocese,0.0
digestive,0.0
dinner,0.0
ding,0.0
diner,0.0
din,0.0
diminished,0.0
diminish,0.0
dim,0.0
diligently,0.0
dilemma,0.0
dignity,0.0
digitise,0.0
disappear,0.0
disappoint,0.0
disappointed,0.0
disappointing,0.0
discover,0.0
discouraging,0.0
discouragement,0.0
discouraged,0.0
discourage,0.0
discount,0.0
disconnect,0.0
discomfort,0.0
disco,0.0
disclose,0.0
discipline,0.0
disciplinary,0.0
discharge,0.0
discard,0.0
disc,0.0
disbelief,0.0
disastrous,0.0
disaster,0.0
disassociation,0.0
disassociate,0.0
disarray,0.0
disapprove,0.0
disappointment,0.0
digital,0.0
digestion,0.0
detachment,0.0
devastated,0.0
devotional,0.0
devote,0.0
devoid,0.0
devil,0.0
device,0.0
development,0.0
developer,0.0
develop,0.0
devastation,0.0
devastatingly,0.0
devastating,0.0
devastate,0.0
digesting,0.0
devalue,0.0
detriment,0.0
detour,0.0
detest,0.0
determine,0.0
determination,0.0
deteriorate,0.0
detergent,0.0
deter,0.0
detention,0.0
detail,0.0
diabetes,0.0
diabetic,0.0
diagnose,0.0
diagnosis,0.0
digest,0.0
dig,0.0
diffuse,0.0
difficulty,0.0
difficult,0.0
differently,0.0
different,0.0
differences,0.0
difference,0.0
differ,0.0
dietary,0.0
diet,0.0
diego,0.0
die,0.0
didst,0.0
dictate,0.0
dick,0.0
dichotomy,0.0
diary,0.0
diarrhoea,0.0
diaries,0.0
dialogue,0.0
dial,0.0
december,0.0
deceased,0.0
decaf,0.0
coursework,0.0
crack,0.0
crab,0.0
coworkers,0.0
coworker,0.0
cow,0.0
covid,0.0
coverage,0.0
cover,0.0
cousin,0.0
courtyard,0.0
court,0.0
course,0.0
counsel,0.0
courageous,0.0
courage,0.0
couple,0.0
countryside,0.0
country,0.0
countless,0.0
counting,0.0
counter,0.0
countdown,0.0
count,0.0
counsellor,0.0
cracker,0.0
craft,0.0
craftwork,0.0
craig,0.0
cripple,0.0
cringe,0.0
criminal,0.0
crime,0.0
cried,0.0
crib,0.0
creepy,0.0
creeper,0.0
creep,0.0
creek,0.0
credit,0.0
creativity,0.0
creative,0.0
create,0.0
crease,0.0
cream,0.0
crazy,0.0
craziness,0.0
crawl,0.0
crash,0.0
crappy,0.0
crap,0.0
cramp,0.0
counselling,0.0
council,0.0
criterion,0.0
cookery,0.0
cop,0.0
coordinate,0.0
cooped,0.0
coop,0.0
coolness,0.0
cooler,0.0
coolant,0.0
cool,0.0
cooky,0.0
cooking,0.0
cookie,0.0
cooker,0.0
could,0.0
cooked,0.0
cook,0.0
convince,0.0
convey,0.0
convert,0.0
conversely,0.0
converse,0.0
conversation,0.0
conventional,0.0
convenient,0.0
convenience,0.0
cope,0.0
coping,0.0
copperfield,0.0
copy,0.0
cough,0.0
couch,0.0
cosy,0.0
costly,0.0
costing,0.0
costa,0.0
cost,0.0
cosmetic,0.0
corrupt,0.0
corridor,0.0
corresponding,0.0
correspondence,0.0
correctly,0.0
correction,0.0
correct,0.0
corona,0.0
cornstarch,0.0
cornish,0.0
cornflakes,0.0
corner,0.0
corned,0.0
corn,0.0
core,0.0
crisp,0.0
critical,0.0
decade,0.0
damp,0.0
data,0.0
dat,0.0
darkness,0.0
dark,0.0
dare,0.0
dangerous,0.0
danger,0.0
dancer,0.0
dance,0.0
dan,0.0
dampness,0.0
damn,0.0
cycling,0.0
dammit,0.0
damage,0.0
dairy,0.0
daffodil,0.0
dads,0.0
dad,0.0
dabble,0.0
czech,0.0
cyst,0.0
cyprus,0.0
cynicism,0.0
date,0.0
dating,0.0
daughter,0.0
dave,0.0
dec,0.0
debt,0.0
debrief,0.0
debilitate,0.0
debian,0.0
debate,0.0
deaths,0.0
deathly,0.0
death,0.0
dear,0.0
dealt,0.0
dealing,0.0
dealership,0.0
deal,0.0
deadly,0.0
deadline,0.0
dead,0.0
de,0.0
daze,0.0
daylight,0.0
daydream,0.0
day,0.0
david,0.0
cynical,0.0
cyclical,0.0
critically,0.0
cruel,0.0
cultivate,0.0
culmination,0.0
cuisine,0.0
cue,0.0
cuddle,0.0
cuba,0.0
cry,0.0
crux,0.0
crush,0.0
crumpet,0.0
crumble,0.0
crude,0.0
cycle,0.0
crucial,0.0
crowded,0.0
crowd,0.0
crossing,0.0
cross,0.0
crop,0.0
croissant,0.0
crocheting,0.0
crochet,0.0
criticised,0.0
criticise,0.0
cultural,0.0
culturally,0.0
culture,0.0
cumber,0.0
cutlery,0.0
cute,0.0
cut,0.0
customer,0.0
custard,0.0
cushion,0.0
curve,0.0
curtain,0.0
curse,0.0
curry,0.0
currently,0.0
current,0.0
currency,0.0
curly,0.0
curl,0.0
curious,0.0
curiosity,0.0
curio,0.0
curfew,0.0
curating,0.0
cupcake,0.0
cupboard,0.0
cup,0.0
care,0.0
cardiovascular,0.0
cardigan,0.0
apathy,0.0
appear,0.0
appeal,0.0
apparently,0.0
apparent,0.0
appal,0.0
app,0.0
apologize,0.0
apologise,0.0
apologetic,0.0
apocalyptic,0.0
apex,0.0
apathetic,0.0
appease,0.0
apartment,0.0
apart,0.0
anywhere,0.0
anyways,0.0
anyway,0.0
anytime,0.0
anyone,0.0
anymore,0.0
anyhow,0.0
anybody,0.0
anxiously,0.0
appearance,0.0
appetite,0.0
cardiac,0.0
appropriate,0.0
arch,0.0
arcade,0.0
ara,0.0
aquino,0.0
april,0.0
apricot,0.0
apps,0.0
approximately,0.0
approx,0.0
approve,0.0
appropriately,0.0
approach,0.0
apple,0.0
apprenticeships,0.0
apprehensive,0.0
appreciative,0.0
appreciation,0.0
appreciate,0.0
appointment,0.0
apply,0.0
applied,0.0
application,0.0
applicant,0.0
appliance,0.0
anxiety,0.0
antiwar,0.0
antique,0.0
analysis,0.0
angst,0.0
angry,0.0
angered,0.0
anger,0.0
angeles,0.0
angel,0.0
andrew,0.0
ancient,0.0
anatomy,0.0
analytic,0.0
analyst,0.0
analyse,0.0
antidepressant,0.0
anaemic,0.0
amuse,0.0
amplify,0.0
ample,0.0
amount,0.0
amongst,0.0
among,0.0
americano,0.0
american,0.0
america,0.0
amend,0.0
anguish,0.0
animal,0.0
animosity,0.0
ankle,0.0
anticlimactic,0.0
anticipation,0.0
anticipated,0.0
anticipate,0.0
antibody,0.0
antibiotic,0.0
antibacterial,0.0
anti,0.0
antelope,0.0
answer,0.0
another,0.0
anorexia,0.0
anonymously,0.0
annual,0.0
annoying,0.0
annoyed,0.0
annoyance,0.0
annoy,0.0
announcement,0.0
announce,0.0
annotate,0.0
anniversary,0.0
anna,0.0
architect,0.0
architectural,0.0
architecture,0.0
asynchronous,0.0
attain,0.0
attack,0.0
attachment,0.0
attached,0.0
attach,0.0
atop,0.0
atom,0.0
atmosphere,0.0
atlas,0.0
athletic,0.0
ate,0.0
asymptomatic,0.0
assistance,0.0
asylum,0.0
astronomy,0.0
astronomical,0.0
astronaut,0.0
asthma,0.0
assure,0.0
assurance,0.0
assumption,0.0
assume,0.0
assuage,0.0
associate,0.0
attempt,0.0
attenborough,0.0
attend,0.0
attendance,0.0
available,0.0
autumn,0.0
autonomy,0.0
autonomous,0.0
automatically,0.0
auto,0.0
autistic,0.0
autism,0.0
authority,0.0
author,0.0
authenticity,0.0
australia,0.0
aunty,0.0
auntie,0.0
aunt,0.0
august,0.0
audit,0.0
audio,0.0
attractive,0.0
attraction,0.0
attract,0.0
attitude,0.0
attention,0.0
assistant,0.0
assist,0.0
archive,0.0
arose,0.0
arrows,0.0
arrow,0.0
arrogant,0.0
arrives,0.0
arrived,0.0
arrive,0.0
arrival,0.0
arrest,0.0
arrangement,0.0
arrange,0.0
around,0.0
aroma,0.0
assignment,0.0
armoury,0.0
armchair,0.0
arm,0.0
arizona,0.0
arise,0.0
arguments,0.0
argument,0.0
arguing,0.0
argue,0.0
arguably,0.0
area,0.0
arsenal,0.0
art,0.0
artichoke,0.0
article,0.0
assign,0.0
assessment,0.0
assertive,0.0
assert,0.0
assemble,0.0
assault,0.0
ass,0.0
aspiration,0.0
aspect,0.0
asparagus,0.0
asleep,0.0
asked,0.0
ask,0.0
aside,0.0
asian,0.0
asia,0.0
ashamed,0.0
ash,0.0
ascend,0.0
asap,0.0
artwork,0.0
artist,0.0
articulate,0.0
amenable,0.0
ameliorate,0.0
ambulance,0.0
activate,0.0
adapt,0.0
adamant,0.0
adam,0.0
ada,0.0
ad,0.0
acupuncture,0.0
actually,0.0
actual,0.0
activity,0.0
actively,0.0
active,0.0
action,0.0
achieve,0.0
act,0.0
across,0.0
acquire,0.0
acquaintances,0.0
acquaintance,0.0
acoustic,0.0
acne,0.0
acknowledge,0.0
acis,0.0
acid,0.0
achiever,0.0
adapted,0.0
add,0.0
added,0.0
addict,0.0
adrenaline,0.0
adopt,0.0
adolescent,0.0
admittedly,0.0
admit,0.0
admire,0.0
admiration,0.0
administrator,0.0
administrative,0.0
administration,0.0
administrate,0.0
admin,0.0
adjustment,0.0
adjust,0.0
adhere,0.0
adequate,0.0
address,0.0
additionally,0.0
additional,0.0
addition,0.0
addictive,0.0
addiction,0.0
addicted,0.0
achievement,0.0
achievable,0.0
adulthood,0.0
absolutely,0.0
accelerant,0.0
acc,0.0
academically,0.0
academic,0.0
academia,0.0
abusive,0.0
abuser,0.0
abuse,0.0
abundance,0.0
abstract,0.0
absorb,0.0
absolute,0.0
ache,0.0
absence,0.0
abs,0.0
abruptly,0.0
abrupt,0.0
abroad,0.0
abreast,0.0
abnormal,0.0
ablution,0.0
ability,0.0
abates,0.0
abandonment,0.0
accent,0.0
accept,0.0
acceptable,0.0
acceptance,0.0
accustomed,0.0
accustom,0.0
accuse,0.0
accusation,0.0
accurately,0.0
accurate,0.0
accumulate,0.0
accounting,0.0
accountable,0.0
account,0.0
accord,0.0
accomplishment,0.0
accomplish,0.0
accompany,0.0
accommodation,0.0
accommodate,0.0
accidentally,0.0
accidental,0.0
accident,0.0
accessory,0.0
accessible,0.0
access,0.0
accepting,0.0
adult,0.0
advance,0.0
amble,0.0
alice,0.0
allotment,0.0
allot,0.0
allied,0.0
alliance,0.0
alleviate,0.0
allegation,0.0
alive,0.0
align,0.0
alight,0.0
alienate,0.0
alien,0.0
ali,0.0
al,0.0
algorithm,0.0
alexandra,0.0
alert,0.0
alcoholism,0.0
alcoholic,0.0
alcohol,0.0
album,0.0
albeit,0.0
albania,0.0
alarm,0.0
alabama,0.0
allow,0.0
allowance,0.0
almond,0.0
almost,0.0
ambient,0.0
ambassador,0.0
amazon,0.0
amazingly,0.0
amazing,0.0
amaze,0.0
amanda,0.0
alzheimer,0.0
always,0.0
alton,0.0
altogether,0.0
although,0.0
alternatively,0.0
alternative,0.0
alternate,0.0
alter,0.0
also,0.0
alright,0.0
already,0.0
alpha,0.0
alongside,0.0
along,0.0
alone,0.0
ala,0.0
aisle,0.0
advantage,0.0
affection,0.0
afternoon,0.0
afterlife,0.0
africa,0.0
afresh,0.0
afraid,0.0
aforementioned,0.0
afield,0.0
affords,0.0
afford,0.0
affiliated,0.0
affectionate,0.0
affected,0.0
airport,0.0
affect,0.0
affair,0.0
afar,0.0
aerospace,0.0
advise,0.0
advice,0.0
advertised,0.0
advertise,0.0
adversity,0.0
adverse,0.0
advent,0.0
afterwards,0.0
age,0.0
agency,0.0
agent,0.0
airline,0.0
airhead,0.0
aire,0.0
air,0.0
aimlessly,0.0
aim,0.0
ail,0.0
aid,0.0
ahead,0.0
agreement,0.0
agreed,0.0
agree,0.0
agony,0.0
agonize,0.0
agonise,0.0
ago,0.0
agitation,0.0
agitate,0.0
aggrieve,0.0
aggressively,0.0
aggressive,0.0
aggression,0.0
aggravate,0.0
avalanche,0.0
avenue,0.0
average,0.0
break,0.0
breathlessness,0.0
breathless,0.0
breathing,0.0
breather,0.0
breathe,0.0
breath,0.0
breakup,0.0
breakout,0.0
breaking,0.0
breakfast,0.0
breakdown,0.0
bread,0.0
boxing,0.0
breach,0.0
bravery,0.0
brave,0.0
brandon,0.0
branch,0.0
brainwash,0.0
brain,0.0
braid,0.0
brace,0.0
bra,0.0
boyfriend,0.0
breeze,0.0
brenda,0.0
brew,0.0
brick,0.0
brother,0.0
broken,0.0
broke,0.0
broccoli,0.0
broadway,0.0
broaden,0.0
broadcast,0.0
broad,0.0
british,0.0
britain,0.0
brisket,0.0
brink,0.0
brings,0.0
bring,0.0
brim,0.0
brilliant,0.0
brighter,0.0
brighten,0.0
bright,0.0
briefly,0.0
brief,0.0
brie,0.0
bridge,0.0
boy,0.0
box,0.0
brown,0.0
bombshell,0.0
boot,0.0
boost,0.0
boomerang,0.0
bookshelf,0.0
booking,0.0
bookcase,0.0
book,0.0
boohoo,0.0
bone,0.0
bonding,0.0
bond,0.0
bombard,0.0
bowl,0.0
bolton,0.0
bolster,0.0
bol,0.0
boiling,0.0
boil,0.0
body,0.0
bobble,0.0
boat,0.0
board,0.0
blurt,0.0
blurred,0.0
border,0.0
borderline,0.0
bore,0.0
bored,0.0
bowie,0.0
bowel,0.0
bow,0.0
bout,0.0
bouquet,0.0
boundary,0.0
bound,0.0
bounce,0.0
bottom,0.0
bottle,0.0
bothersome,0.0
bothered,0.0
bother,0.0
bot,0.0
bossy,0.0
boss,0.0
bosporus,0.0
bos,0.0
borrow,0.0
borough,0.0
boris,0.0
boring,0.0
boredom,0.0
brought,0.0
brownie,0.0
bluntly,0.0
calender,0.0
camouflage,0.0
camomile,0.0
camera,0.0
camden,0.0
cam,0.0
calorie,0.0
calmly,0.0
calming,0.0
calmer,0.0
callous,0.0
caller,0.0
calendar,0.0
cabbage,0.0
calculate,0.0
calamari,0.0
cake,0.0
cagey,0.0
cage,0.0
caffeine,0.0
cafetiere,0.0
cafes,0.0
cafe,0.0
cache,0.0
cabin,0.0
camp,0.0
campania,0.0
campus,0.0
canada,0.0
cardamon,0.0
cardamom,0.0
card,0.0
carcass,0.0
carbonate,0.0
car,0.0
capstone,0.0
capitalism,0.0
capacity,0.0
capable,0.0
cap,0.0
canvas,0.0
cantonese,0.0
canter,0.0
canteen,0.0
cant,0.0
canola,0.0
cane,0.0
candlewick,0.0
candle,0.0
cancerous,0.0
cancer,0.0
canal,0.0
caber,0.0
cab,0.0
browse,0.0
buffalo,0.0
bumper,0.0
bump,0.0
bum,0.0
bully,0.0
bullshit,0.0
bulky,0.0
bulk,0.0
bulimic,0.0
bulb,0.0
building,0.0
build,0.0
bueno,0.0
byron,0.0
budget,0.0
buddhist,0.0
buckley,0.0
bubble,0.0
brutal,0.0
brushed,0.0
brush,0.0
brunt,0.0
brunch,0.0
bruise,0.0
browsing,0.0
bun,0.0
bunch,0.0
bundle,0.0
bunny,0.0
bye,0.0
buzz,0.0
buying,0.0
buyer,0.0
buy,0.0
button,0.0
butter,0.0
butt,0.0
butcher,0.0
busyness,0.0
busy,0.0
business,0.0
bus,0.0
bury,0.0
burst,0.0
burrito,0.0
burnt,0.0
burnout,0.0
burning,0.0
burn,0.0
burglary,0.0
burger,0.0
burden,0.0
blur,0.0
blunt,0.0
averse,0.0
base,0.0
bat,0.0
bassline,0.0
basket,0.0
basked,0.0
basis,0.0
basil,0.0
basically,0.0
basic,0.0
bash,0.0
baseline,0.0
baseless,0.0
barrier,0.0
bankrupt,0.0
barricade,0.0
barre,0.0
barley,0.0
bark,0.0
barista,0.0
bargain,0.0
barely,0.0
bare,0.0
bar,0.0
bap,0.0
banner,0.0
bataan,0.0
bath,0.0
bathroom,0.0
bathrooms,0.0
bedding,0.0
bed,0.0
becomes,0.0
become,0.0
beauty,0.0
beautifully,0.0
beautiful,0.0
beating,0.0
beater,0.0
beaten,0.0
beat,0.0
bearing,0.0
bearable,0.0
bear,0.0
bean,0.0
beach,0.0
bay,0.0
battling,0.0
battle,0.0
battery,0.0
battered,0.0
batter,0.0
bathtub,0.0
bankruptcy,0.0
banking,0.0
bedroom,0.0
awfully,0.0
backseat,0.0
backpack,0.0
backlog,0.0
background,0.0
back,0.0
babysit,0.0
baby,0.0
awoke,0.0
awkwardness,0.0
awkward,0.0
awhile,0.0
awful,0.0
bank,0.0
awesome,0.0
awareness,0.0
aware,0.0
award,0.0
awaken,0.0
awake,0.0
awaited,0.0
avoids,0.0
avoided,0.0
avoid,0.0
avocado,0.0
backup,0.0
backwards,0.0
backyard,0.0
bacon,0.0
bang,0.0
band,0.0
banal,0.0
balm,0.0
ballot,0.0
balloon,0.0
ball,0.0
balcony,0.0
balanced,0.0
balance,0.0
baking,0.0
bakery,0.0
bake,0.0
bail,0.0
baggy,0.0
baggage,0.0
bagel,0.0
bag,0.0
baffle,0.0
badminton,0.0
badly,0.0
bad,0.0
bacteria,0.0
bedridden,0.0
bedsheets,0.0
bluest,0.0
biscuit,0.0
blackpool,0.0
blackjack,0.0
blackcurrant,0.0
black,0.0
bizarre,0.0
bittersweet,0.0
bitterness,0.0
bitter,0.0
bite,0.0
bit,0.0
bisexual,0.0
birthday,0.0
bill,0.0
birth,0.0
birdwatching,0.0
bird,0.0
bipolar,0.0
biopsy,0.0
biological,0.0
bingo,0.0
binge,0.0
bind,0.0
bin,0.0
billion,0.0
bladder,0.0
blade,0.0
blame,0.0
blank,0.0
blueberry,0.0
blue,0.0
blow,0.0
blouse,0.0
bloody,0.0
bloodshot,0.0
blood,0.0
blonde,0.0
bloke,0.0
block,0.0
blizzard,0.0
bliss,0.0
blind,0.0
blew,0.0
blessing,0.0
bless,0.0
blender,0.0
blend,0.0
bleak,0.0
bleach,0.0
blatantly,0.0
blast,0.0
blanket,0.0
billable,0.0
bike,0.0
bedside,0.0
behaving,0.0
bell,0.0
belittle,0.0
believe,0.0
believable,0.0
belief,0.0
belatedly,0.0
beige,0.0
behind,0.0
behavioural,0.0
behaviour,0.0
behavior,0.0
behave,0.0
big,0.0
behalf,0.0
beginning,0.0
begin,0.0
begets,0.0
beg,0.0
befriend,0.0
beforehand,0.0
beetroot,0.0
beer,0.0
beef,0.0
bedtime,0.0
bella,0.0
belly,0.0
belong,0.0
belonging,0.0
bid,0.0
bicycle,0.0
bicker,0.0
bic,0.0
bibliography,0.0
bible,0.0
bias,0.0
beyond,0.0
bexley,0.0
beverly,0.0
better,0.0
betrayed,0.0
bet,0.0
besides,0.0
berry,0.0
bereavement,0.0
berate,0.0
bent,0.0
benevolent,0.0
benefit,0.0
beneficial,0.0
bench,0.0
belt,0.0
discovery,0.0
discuss,0.0
lecturer,0.0
homeopathic,0.0
hong,0.0
honeymoon,0.0
honey,0.0
honesty,0.0
honestly,0.0
honest,0.0
hone,0.0
homogeneous,0.0
homework,0.0
hometown,0.0
homesick,0.0
homemade,0.0
hook,0.0
homely,0.0
homelessness,0.0
homeless,0.0
homebody,0.0
holy,0.0
hollywood,0.0
hollow,0.0
holiday,0.0
hole,0.0
holder,0.0
hold,0.0
hoodie,0.0
hoover,0.0
implant,0.0
horrify,0.0
hotel,0.0
hot,0.0
hostel,0.0
host,0.0
hospitalization,0.0
hospitality,0.0
hospitalise,0.0
hospital,0.0
hospice,0.0
horse,0.0
horror,0.0
horrific,0.0
hop,0.0
horrid,0.0
horribly,0.0
horrible,0.0
horrendous,0.0
horoscope,0.0
horizon,0.0
hoping,0.0
hopelessness,0.0
hopeless,0.0
hopefully,0.0
hope,0.0
hogan,0.0
hobby,0.0
hobbs,0.0
hence,0.0
hey,0.0
hesitation,0.0
hesitate,0.0
hesitantly,0.0
hesitant,0.0
hero,0.0
hermes,0.0
herd,0.0
herbal,0.0
